id,unit_id,status,ownership_type,date_acquired,purchase_amount,monthly_payment,payment_start_date,payment_end_date,lender,make,model,year,purchase_odometer,purchase_odometer_update,odometer,odometer_update,fair_market_value,fair_market_value_date,down_payment,interest_rate,balloon_payment
1,Truck 0003,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Acza Trucking LLC,INTERNATIONAL,TT,2020,0,,,,0,,0,0,0
2,Truck 0008,INACTIVE,Owner operator owned,2024-01-01,0,0,,,Titans MVP Trucking LLC,Freightliner,TT,2016,0,,,,0,,0,0,0
3,Truck 0013,INACTIVE,Owner Operator Owned,11/06/2023,0,0,,,Prieto Trucking LLC,Western Star,TT,2007,,,,,,,,0,
4,Truck 0002,ACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,International,TT,2019,0,,557333,5-12-2025 1:16:08,0,,0,0,0
5,Truck 0022,INACTIVE,,,,,,,,kenworth,TT,2006,,,,,,,,,
6,Truck 0007,ACTIVE,Owner Operator Owned,06/11/2024,0,0,06/11/2024,,Cook Bros Trucking,Kenworth,TT,2021,,,428311,5-10-2025 15:23:31,,,,0,
7,Truck 0012,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Goat Transportation LLC,VOLVO,TT,2018,0,,578484,5-10-2025 15:34:33,0,,0,0,0
8,Truck 0035,INACTIVE,Owner Operator Owned,05/20/2024,0,0,05/20/2024,,Mark Ingram,International,TT,2006,,,,,,,,0,
9,Truck 0040,INACTIVE,Owner operator owned,2025-02-01,0,0,,,GBOB Logistics LLC,freightliner,TT,2016,0,,,,0,,0,0,0
10,Truck 0045,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2018,0,,,,0,,0,0,0
11,Truck 0017,ACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,freightliner,TT,2016,0,,862718,5-6-2025 20:31:57,0,,0,0,0
12,SPOT-Truck 0021,ACTIVE,Operating lease,2024-11-01,185000,3687,2024-12-01,2027-06-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,1150,,70830,5-12-2025 9:25:40,0,,0,0,0
13,Truck 0058,INACTIVE,Owner operator owned,2025-03-01,0,0,,,Temp Vendor,freightliner,TT,2020,0,,,,0,,0,0,0
14,SPOT-Truck 0026,ACTIVE,Operating lease,2024-12-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,1500,,51503,4-8-2025 15:34:56,0,,0,0,0
15,Truck 0030,ACTIVE,Owner Operator Owned,07/23/2024,0,0,07/23/2024,,Zayastransport,Freightliner,CASCADIA,2007,,,828805,4-18-2025 20:54:14,,,,0,
16,Truck 0069,INACTIVE,Owner operator owned,2024-10-09,,,,,Perkins Trucking,volvo,TT,2016,,,,,,,,,
17,Truck 0074,INACTIVE,Owner operator owned,2025-03-01,0,0,,,EDs Trucking LLC,freightliner,TT,2013,0,,,,0,,0,0,0
18,SPOT-Truck 0034,ACTIVE,Operating lease,2024-11-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,805,,68044,5-12-2025 0:37:40,0,,0,0,0
19,SPOT-Truck 0039,ACTIVE,Financed,2024-02-01,167000,3757,2024-02-01,2029-02-01,"JB&B Capital, LLC",Peterbilt,579,2024,31398,,233209,5-11-2025 1:17:06,0,,0,12.49,0
20,SPOT-Truck 0044,ACTIVE,Lease Purchase,2024-10-01,217200,3295,2024-10-01,2029-10-01,Cresco Capital Inc,Kenworth,T680,2024,939,,104421,5-11-2025 15:37:49,0,,19500,8.44,0
21,Truck 0089,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,VOLVO,TT,2020,0,,,,0,,0,0,0
22,SPOT-Truck 0049,ACTIVE,Operating lease,2024-12-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,1575,,83829,5-12-2025 3:47:40,0,,0,0,0
23,SPOT-Truck 0053,ACTIVE,Operating lease,2024-12-01,187312,4901,2025-01-01,2029-01-01,M&K Truck Leasing LLC,VOLVO,VNL760,2025,58,,54956,5-11-2025 19:07:55,0,,0,0,0
24,Truck 0057,ACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Ven,freightliner,TT,2006,0,,195229,5-12-2025 9:23:07,0,,0,0,0
25,SPOT-Truck 0051,ACTIVE,Lease Purchase,2023-08-01,197555,4008,2023-08-01,2028-08-01,"TPine Leasing Capital, L.P.",Freightliner,Cascadia,2024,16994,,354675,5-12-2025 9:25:31,0,,15000,10.67,101
26,Truck 0106,INACTIVE,Owner Operator Owned,08/21/2024,0,0,08/21/2024,,,Mack,TT,2007,,,,,,,,0,
27,SPOT-Truck 0110,INACTIVE,Operating lease,2025-01-01,0,0,,,Lone Mountain,Kenworth,T680,2026,11,2-25-2025 21:18:16,,,0,,0,0,0
28,SPOT-Truck 0065,ACTIVE,Operating lease,2024-12-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,296,,81182,5-11-2025 20:20:22,0,,0,0,0
29,SPOT-Truck 0068,ACTIVE,Operating lease,2024-10-01,187312,4901,2024-10-01,2028-10-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,65,,92622,5-11-2025 16:59:59,0,,0,0,0
30,Truck 0073,ACTIVE,Owner operator owned,2024-09-23,,,,,Jaxcrownlogistics llc,Kenworth,TT,2020,,,400314,5-11-2025 22:57:04,,,,,
31,SPOT-Truck 0078,ACTIVE,Operating lease,2024-01-01,176370,4331.72,2024-01-01,2029-07-01,Ryder Truck Rental,Freightliner,Cascadia,2024,12341,,232128,5-11-2025 19:50:07,0,,0,0,0
32,Truck 0125,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Freightliner,Cascadia,2019,0,,,,0,,0,0,0
33,Truck 0128,INACTIVE,Owner Operator Owned,02/03/2024,0,0,02/03/2024,,Raymone Clifford,VOLVO,TT,2017,,,,,,,,0,
34,SPOT-Truck 0082,ACTIVE,Operating lease,2024-10-01,187312,4901,2024-10-01,2028-10-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,68,,105896,5-12-2025 9:24:23,0,,0,0,0
35,SPOT-Truck 0137,INACTIVE,Operating lease,2025-01-01,0,0,,,Lone Mountain,Kenworth,T680,2026,14,2-25-2025 21:16:59,,,0,,0,0,0
36,SPOT-Truck 0085,ACTIVE,Operating lease,2024-12-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,1750,,78592,5-12-2025 9:22:53,0,,0,0,0
37,SPOT-Truck 0088,ACTIVE,Lease Purchase,2024-12-01,175000,3900,2024-12-01,2028-12-01,AAA Lease LLC,Kenworth,T680,2025,406,,78956,5-11-2025 21:58:49,0,,15000,14.82,35000
38,SPOT-Truck 0093,ACTIVE,Lease Purchase,2025-01-01,206700,4260,2025-03-01,2028-12-01,Cresco Capital Inc,Kenworth,T680,2026,834,,32459,4-23-2025 3:03:42,0,,15000,13.76,0
39,SPOT-Truck 0095,ACTIVE,Operating lease,2024-10-01,187312,4901,2024-10-01,2028-10-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,39430,,96161,5-8-2025 15:34:50,0,,0,0,0
40,SPOT-Truck 0098,ACTIVE,Lease Purchase,2023-02-01,134077.5,2747,2023-02-01,2027-02-01,"Aladdin Capital, Inc.",Peterbilt,579,2022,32000,,469136,4-28-2025 17:27:46,64526,29-04-25,34077.5,14.28,1
41,SPOT-Truck 0102,ACTIVE,Operating lease,2024-12-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,20,,76201,5-12-2025 6:58:31,0,,0,0,0
42,Truck 0105,INACTIVE,Owner operator owned,2025-03-01,0,0,,,Temp Vendor,freightliner,TT,2016,0,,968879,5-2-2025 16:54:09,0,,0,0,0
43,SPOT-Truck 0109,ACTIVE,Operating lease,2024-11-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,104,,82092,5-12-2025 6:23:28,0,,0,0,0
44,SPOT-Truck 0114,ACTIVE,Operating lease,2024-06-01,211900,4901,2024-06-01,2028-06-01,M&K Truck Leasing LLC,VOLVO,VNL760,2025,79,,138730,5-11-2025 13:51:10,0,,0,0,0
45,SPOT-Truck 0171,INACTIVE,Operating lease,2025-02-01,0,0,,,Cresco Capital Inc.,Kenworth,T680,2026,830,,,,0,,0,0,0
46,SPOT-Truck 0117,ACTIVE,Financed,2024-06-01,110760,2956.31,2024-08-01,2028-08-01,"Crossroads Equipment Lease and Finance, LLC",Peterbilt,579,2023,72729,,206541,5-11-2025 22:41:47,87189,29-04-25,0,12.72,0
47,SPOT-Truck 0091,ACTIVE,Operating lease,2024-01-01,213900,4829.5,2024-01-01,2028-01-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,47,,206209,5-10-2025 10:26:56,0,,0,0,0
48,SPOT-Truck 0122,ACTIVE,Operating lease,2024-11-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,1672,,74183,5-12-2025 5:09:31,0,,0,0,0
49,SPOT-Truck 0124,ACTIVE,Lease Purchase,2025-01-01,206700,4260,2025-03-01,2028-12-01,Cresco Capital Inc,Kenworth,T680,2026,12,,40067,5-11-2025 22:22:55,0,,15000,13.76,0
50,SPOT-Truck 0032,ACTIVE,Lease Purchase,2024-07-01,175500,3889.22,2024-08-01,2029-08-01,Impel Leasing LLC,Kenworth,T680,2025,431,,130263,5-11-2025 14:30:14,0,,0,11.83,1
51,SPOT-Truck 0132,ACTIVE,Financed,2024-06-01,173485,4014,2024-06-01,2029-06-01,"Equify Financial, LLC",Kenworth,T680,2024,641564,,142680,5-12-2025 4:46:30,0,,9100,13.75,0
52,SPOT-Truck 0136,ACTIVE,Operating lease,2023-12-01,213900,4829.5,2023-12-01,2027-12-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,180623,,222776,5-12-2025 4:11:49,0,,0,0,0
53,SPOT-Truck 0140,ACTIVE,Operating lease,2024-12-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,1184,,83643,5-10-2025 4:19:12,0,,0,0,0
54,Truck 0192,INACTIVE,Owner operator owned,2024-10-14,,,,,Acza Trucking LLC,freightliner,TT,2021,,,,,,,,,
55,SPOT-Truck 0144,ACTIVE,Financed,2024-07-01,111000,2622,2024-07-01,2029-07-01,"Green Truck Financial, LLC.",Freightliner,Cascadia,2023,154991,,280122,5-12-2025 9:24:37,94550,29-04-25,0,13.99,0
56,Truck 0198,INACTIVE,Owner operator owned,2025-02-01,0,0,,,TT autosport inc,Peterbilt,TR,2024,0,,,,0,,0,0,0
57,SPOT-Truck 0147,ACTIVE,Operating lease,2024-12-01,188955,4775,2025-01-01,2029-07-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,43,,51560,5-12-2025 7:15:32,0,,0,0,0
58,Truck 0203,INACTIVE,Owner operator owned,,0,0,,,Acza Trucking LLC,freightliner,TT,2020,0,,,,0,,0,0,0
59,SPOT-Truck 0184,ACTIVE,Operating lease,2023-12-01,213900,4829.5,2023-12-01,2027-12-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,64,,,,0,,0,0,0
60,SPOT-Truck 0149,ACTIVE,Financed,2024-08-01,124000,2875,2024-08-01,2029-06-01,"JB&B Capital, LLC",Freightliner,Cascadia,2023,122881,,265782,5-11-2025 19:39:27,94550,29-04-25,0,12.76,0
61,Truck 0152,ACTIVE,Owner operator owned,2025-02-01,0,0,,,DMB Georgua Enterprises LLC,freightliner,TT,2020,0,,529069,5-12-2025 3:24:46,0,,0,0,0
62,SPOT-Truck 0156,ACTIVE,Operating lease,2023-12-01,213900,4829.5,2023-12-01,2027-12-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,154,,231533,5-12-2025 9:25:09,0,,0,0,0
63,Truck 0158,ACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,International,TT,2020,0,,393301,5-12-2025 1:48:12,0,,0,0,0
64,SPOT-Truck 0162,ACTIVE,Financed,2024-08-01,125500,2910,2024-08-01,2029-06-01,"JB&B Capital, LLC",Freightliner,Cascadia,2023,121694,,271797,5-12-2025 2:52:01,94550,29-04-25,0,12.76,0
65,Truck 0222,INACTIVE,Owner operator owned,,0,0,,,Acza Trucking LLC,freightliner,TT,2021,0,,,,0,,0,0,0
66,SPOT-Truck 0166,INACTIVE,Operating lease,2023-05-01,119900,4098.96,2023-05-01,2025-05-01,M&K Truck Leasing LLC,Mack,Anthem,2020,203184,2-20-2025 20:13:06,370180,8-6-2024 0:24:17,0,,0,0,0
67,SPOT-Truck 0170,ACTIVE,Operating lease,2024-01-01,213900,4829.5,2024-01-01,2028-01-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,150,,207089,5-10-2025 7:13:22,0,,0,0,0
68,Truck 0230,INACTIVE,Owner operator owned,,,,,,Acza Trucking LLC,Freightliner,Cascadia,2020,,,,,,,,,
69,Truck 0233,INACTIVE,Owner operator owned,2024-10-17,,,,,Acza Trucking LLC,freightliner,Cascadia,2021,,,,,,,,,
70,SPOT-Truck 0173,ACTIVE,Operating lease,2024-01-01,213900,4829.5,2024-01-01,2028-01-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,45,,204964,5-12-2025 6:01:18,0,,0,0,0
71,Truck 0239,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,volvo,TT,2018,550884,,,,0,,0,0,0
72,SPOT-Truck 0175,ACTIVE,Financed,2024-12-01,160117.9,3372,2024-12-01,2029-12-01,Volvo Financial Services,VOLVO,VNL860,2025,3934,,72359,5-5-2025 16:08:34,0,,17766.67,9.61,0
73,Truck 0245,INACTIVE,Operating lease,2024-06-01,0,4133,2024-06-01,,M&K Truck Leasing LLC,VOLVO,TT,2025,0,,,,0,,0,0,0
74,Truck 0248,INACTIVE,Owner operator owned,,0,0,,,AISHA'S FAMILY TRANSPORTATION LLC,Freightliner,Cascadia,2021,512685,,,,0,,0,0,0
75,SPOT-Truck 0028,ACTIVE,Financed,2024-04-01,167000,3778.02,2024-04-01,2029-04-01,TRUCKERFI,Peterbilt,579,2024,51441,,254077,5-11-2025 16:43:50,0,,16700,16.99,0
76,Truck 0252,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,KENWORTH,T680,2013,0,,,,0,,0,0,0
77,SPOT-Truck 0256,INACTIVE,Operating lease,2024-01-01,213900,3995.833333,2024-01-01,2029-01-01,M&K Truck Leasing LLC,VOLVO,TT,2024,0,,,,0,,0,8.94,0
78,SPOT-Truck 0112,ACTIVE,Lease Purchase,2023-11-01,195505,3854,2023-11-01,2028-11-01,"TPine Leasing Capital, L.P.",Peterbilt,579,2024,752,,259407,5-12-2025 3:39:56,0,,19800,11.4,101
79,SPOT-Truck 0180,ACTIVE,Financed,2025-01-01,136000,3214.41,2025-04-01,2029-08-01,"RTS Equipment Finance, Inc.",Freightliner,Cascadia,2025,153000,,191995,5-12-2025 5:51:57,0,,7000,11.23,0
80,SPOT-Truck 0183,ACTIVE,Lease Purchase,2023-11-01,196800,4048,2023-11-01,2028-11-01,"TPine Leasing Capital, L.P.",Freightliner,Cascadia,2024,6112,,248686,5-12-2025 9:23:08,0,,14000,11.82,101
81,Truck 0265,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,KENWORTH,T680,2001,0,,,,0,,0,0,0
82,SPOT-Truck 0185,ACTIVE,Financed,2025-01-01,136000,3214.41,2025-04-01,2029-08-01,"RTS Equipment Finance, Inc.",Freightliner,Cascadia,2024,174000,,195057,5-12-2025 2:21:28,0,,7000,11.23,0
83,SPOT-Truck 0130,ACTIVE,Lease Purchase,2024-07-01,175000,3900,2024-07-01,2028-07-01,AAA Lease LLC,Peterbilt,579,2024,1000,,154274,5-12-2025 0:48:25,0,,10000,13.35,35000
84,SPOT-Truck 0191,ACTIVE,Lease Purchase,2024-01-01,170176.67,3665,2024-01-01,2028-07-01,"TPine Leasing Capital, L.P.",Peterbilt,579,2024,47320,,221925,5-12-2025 4:05:17,0,,17017.67,11.75,101
85,SPOT-Truck 0194,ACTIVE,Financed,2025-01-01,136000,3214.41,2025-04-01,2029-08-01,"RTS Equipment Finance, Inc.",Freightliner,Cascadia,2024,164000,,197299,5-12-2025 2:10:27,0,,6500,11.23,0
86,Truck 0197,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,KENWORTH,579,2019,0,,571920,5-11-2025 20:31:22,0,,0,0,0
87,SPOT-Truck 0200,ACTIVE,Operating lease,2024-10-01,185000,4229,2024-11-01,2027-08-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,916,,76035,5-12-2025 6:33:18,0,,0,0,0
88,SPOT-Truck 0202,ACTIVE,Financed,2025-01-01,136000,3214.41,2025-04-01,2029-08-01,"RTS Equipment Finance, Inc.",Freightliner,Cascadia,2024,147000,,161139,5-10-2025 15:31:33,0,,6500,11.23,0
89,Truck 0206,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Mojoacc Inc,International,TT,2021,0,,415580,5-12-2025 3:25:50,0,,0,0,0
90,Truck 0208,ACTIVE,Owner operator owned,2025-02-01,0,0,,,J&S Freight LLC,International,TT,2020,0,,386345,5-12-2025 9:19:02,0,,0,0,0
91,SPOT-Truck 0211,ACTIVE,Financed,2025-01-01,136000,3214.41,2025-03-01,2029-07-01,"RTS Equipment Finance, Inc.",Freightliner,Cascadia,2024,149000,,178074,5-12-2025 9:25:09,0,,6500,11.23,0
92,SPOT-Truck 0129,ACTIVE,Operating lease,2023-08-01,167263,4205.85,2023-08-01,2029-02-01,Ryder Truck Rental,Freightliner,Cascadia,2024,82,,277059,5-2-2025 20:34:36,0,,0,0,0
93,Truck 0292,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,freightliner,TT,2017,0,,,,0,,0,0,0
94,SPOT-Truck 0216,ACTIVE,Financed,2025-01-01,136000,3214.41,2025-04-01,2029-08-01,"RTS Equipment Finance, Inc.",Freightliner,Cascadia,2024,148000,,164341,5-10-2025 23:41:53,0,,6500,11.23,0
95,Truck 0219,ACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,VOLVO,TT,2013,0,,1202139,5-11-2025 0:24:56,0,,0,0,0
96,SPOT-Truck 0131,ACTIVE,Operating lease,2024-01-01,176370,4331.72,2024-01-01,2029-07-01,Ryder Truck Rental,Freightliner,Cascadia,2024,816,,233781,5-12-2025 9:26:27,0,,0,0,0
97,Truck 0301,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,Peterbilt,TT,1999,0,,,,0,,0,0,0
98,SPOT-Truck 0067,ACTIVE,Operating lease,2023-04-01,146928,4070,2023-04-01,2028-04-01,Penske,Freightliner,Cascadia,2023,122767,,445527,5-11-2025 4:21:01,88843,29-04-25,0,0,0
99,SPOT-Truck 0038,ACTIVE,Financed,2024-09-01,127000,2572,2024-09-01,2029-03-01,"RTS Financial Service, Inc",Freightliner,Cascadia,2023,76,,300087,5-12-2025 2:48:48,94161,29-04-25,19050,11.53,0
100,Truck 0308,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,INTERNATIONAL,TR,2015,0,,,,0,,0,0,0
101,Truck 0311,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Natelogistix llc,freightliner,TT,2018,0,,,,0,,0,0,0
102,SPOT-Truck 0229,ACTIVE,Operating lease,2023-04-01,146928,4070,2023-04-01,2028-04-01,Penske,Freightliner,Cascadia,2023,128581,,405072,5-11-2025 22:09:34,90353,29-04-25,0,0,0
103,SPOT-Truck 0318,INACTIVE,Operating lease,2025-01-01,0,0,,,Lone Mountain,Kenworth,T680,2026,885,2-25-2025 21:20:19,,,0,,0,0,0
104,Truck 0320,INACTIVE,Owner operator owned,,0,0,,,Acza Trucking LLC,INTERNATIONAL,TT,2020,0,,,,0,,0,0,0
105,SPOT-Truck 0232,ACTIVE,Operating lease,2024-07-01,143655,4137,2024-07-01,2027-07-01,Ryder Truck Rental,Freightliner,Cascadia,2024,219177,,276739,5-12-2025 9:24:54,0,,0,0,0
106,SPOT-Truck 0323,INACTIVE,Operating lease,2025-01-01,0,0,,,Lone Mountain,Kenworth,T680,2026,0,,,,0,,0,0,0
107,Truck 0325,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,freightliner,TR,2012,0,,,,0,,0,0,0
108,Truck 0326,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Freightliner,Cascadia,2021,0,,,,0,,0,0,0
109,SPOT-Truck 0330,INACTIVE,Operating lease,2025-01-01,0,0,,,Lone Mountain,Kenworth,T680,2026,0,,,,0,,0,0,0
110,Truck 0332,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Peterbilt,TT,2020,0,,,,0,,0,0,0
111,Truck 0334,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,Volvo,TT,2018,0,,,,0,,0,0,0
112,Truck 0337,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Graddick Transportation LLC,INTERNATIONAL,TT,2013,0,,,,0,,0,0,0
113,SPOT-Truck 0236,ACTIVE,Operating lease,2024-11-01,185000,3687,2024-12-01,2027-06-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,218,,86507,5-12-2025 0:41:37,0,,0,0,0
114,SPOT-Truck 0182,ACTIVE,Operating lease,2023-12-01,213900,4829.5,2023-12-01,2027-12-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,717,,234257,5-12-2025 7:21:19,0,,0,0,0
115,Truck 0344,INACTIVE,Owner operator owned,2024-09-27,,,,,shawtrk 1 llc,PETERBILT,TT,2015,,,,,,,,,
116,SPOT-Truck 0174,ACTIVE,Financed,2022-12-01,102789.5,2345,2022-12-01,2027-12-01,"Amur Equipment Finance, Inc.",Peterbilt,579,2022,100025,,456820,5-12-2025 9:25:18,65055,29-04-25,0,12.95,0
117,SPOT-Truck 0221,ACTIVE,Operating lease,2023-06-01,161280,4485.33,2023-06-01,2028-12-01,Ryder Truck Rental,Freightliner,Cascadia,2024,234027,,285523,5-12-2025 3:12:19,0,,0,0,0
118,Truck 0247,ACTIVE,Owner Operator Owned,04/10/2023,0,0,04/10/2023,,Go Siva LLC,International,TT,2019,,,538471,5-12-2025 4:05:24,,,,0,
119,Truck 0357,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,Peterbilt,TT,2018,0,,,,0,,0,0,0
120,SPOT-Truck 0168,ACTIVE,Financed,2021-06-01,144417,2385,2021-06-01,2026-12-01,PACCAR Financial Corp,Peterbilt,579,2022,24512,,578298,5-11-2025 17:23:41,61456,29-04-25,14441.7,7.09,0
121,SPOT-Truck 0010,ACTIVE,Operating lease,2023-04-01,120406,4070,2023-04-01,2027-04-01,Penske,Freightliner,Cascadia,2022,449677,,496042,5-12-2025 9:25:08,65234,29-04-25,0,0,0
122,SPOT-Truck 0033,ACTIVE,Operating lease,2023-04-01,105351,4070,2023-04-01,2027-04-01,Penske,Freightliner,Cascadia,2022,503043,,546250,5-5-2025 17:50:00,63355,29-04-25,0,0,0
123,SPOT-Truck 0257,ACTIVE,Operating lease,2024-12-01,172227,4590.31,2025-01-01,2030-01-01,Ryder Truck Rental,Freightliner,Cascadia,2025,0,,41087,5-12-2025 9:23:42,0,,0,0,0
124,SPOT-Truck 0370,INACTIVE,Rental,2024-02-01,0,1949,2024-09-01,,KTN Logistics Inc,International,LT625,2018,696528,,,,0,,0,0,0
125,SPOT-Truck 0025,ACTIVE,Lease Purchase,2023-08-01,197555,4008,2023-08-01,2028-08-01,"TPine Leasing Capital, L.P.",Freightliner,Cascadia,2024,218773,,267798,5-5-2025 20:08:33,0,,15000,10.67,101
126,Truck 0373,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,kenworth,TT,2020,0,,,,0,,0,0,0
127,Truck 0376,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Acza Trucking LLC,freightliner,TT,2020,0,,,,0,,0,0,0
128,SPOT-Truck 0285,ACTIVE,Financed,2023-01-01,108592,2245,2022-12-01,2027-12-01,MidFirst Bank,Peterbilt,579,2022,0,,,,0,,5414.73,11.03,0
129,Truck 0261,INACTIVE,Owner Operator Owned,08/27/2024,0,0,08/27/2024,,Unique Fright Transportation,Kenworth,TT,2015,,,1229098,4-23-2025 14:23:23,,,,0,
130,Truck 0383,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,freightliner,TT,1997,0,,,,0,,0,0,0
131,Truck 0385,INACTIVE,Owner operator owned,2025-02-01,0,0,,,REEM Transportation LLC,volvo,TT,2014,0,,,,0,,0,0,0
132,SPOT-Truck 0264,ACTIVE,Lease Purchase,2024-01-01,170517.5,3674,2024-01-01,2028-07-01,"TPine Leasing Capital, L.P.",Peterbilt,579,2024,37436,,248231,5-10-2025 6:32:08,0,,17051.5,11.78,101
133,SPOT-Truck 0135,ACTIVE,Financed,2024-06-01,110760,2956.31,2024-08-01,2028-08-01,"Crossroads Equipment Lease and Finance, LLC",Peterbilt,579,2023,139887,,272829,4-30-2025 21:26:15,85015,29-04-25,0,12.72,0
134,Truck 0391,INACTIVE,Owner Operator Owned,2024-09-17,0,0,2024-09-17,,Dulory Dulorier,International,TT,2019,,,,,,,,0,
135,Truck 0268,ACTIVE,Owner operator owned,2024-08-01,0,0,2024-08-01,,Night owl towing llc,Freightliner,TT,2016,0,,775507,5-11-2025 16:58:26,0,,0,0,0
136,Truck 0271,ACTIVE,Owner operator owned,2025-02-01,0,0,,,J and S Freight LLC,International,LT625,2019,0,,335697,5-12-2025 9:02:06,0,,0,0,0
137,Truck 0398,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,Freightliner,Cascadia,2018,0,,,,0,,0,0,0
138,SPOT-Truck 0176,ACTIVE,Operating lease,2024-07-01,146997,4155.06,2024-07-01,2028-10-01,Ryder Truck Rental,Freightliner,Cascadia,2024,80998,,138842,5-11-2025 17:59:16,0,,0,0,0
139,Truck 0276,INACTIVE,Owner operator owned,2025-03-01,0,0,,,Temp Vendor,VOLVO,TT,2018,0,,56846,4-22-2025 14:51:16,0,,0,0,0
140,SPOT-Truck 0275,ACTIVE,Operating lease,2024-07-01,146998,4155.06,2024-07-01,2028-10-01,Ryder Truck Rental,Freightliner,Cascadia,2024,79931,,121717,5-12-2025 1:23:36,0,,0,0,0
141,SPOT-Truck 0280,ACTIVE,Operating lease,2025-02-01,182590,4878,2025-02-01,2029-02-01,HOGAN TRUCK LEASING INC,Freightliner,CASCADIA,2025,0,,31507,5-12-2025 6:20:43,0,,0,0,0
142,Truck 0283,ACTIVE,Owner operator owned,2025-03-01,0,0,,,Temp Vendor,kenworth,TT,2020,0,,753044,5-11-2025 15:29:52,0,,0,0,0
143,SPOT-Truck 0269,ACTIVE,Financed,2024-06-01,110760,2956.31,2024-08-01,2028-08-01,"Crossroads Equipment Lease and Finance, LLC",Peterbilt,579,2023,146232,,319227,5-12-2025 9:24:31,83846,29-04-25,0,12.72,0
144,Truck 0286,ACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,Peterbilt,TT,2021,0,,448459,5-6-2025 14:53:14,0,,0,0,0
145,Truck 0414,INACTIVE,Owner operator owned,2025-03-01,0,0,,,Atlanta Technologies Group llc,Freightliner,ca,2018,0,,,,0,,0,0,0
146,Truck 0289,ACTIVE,Owner operator owned,2025-02-01,0,0,,,J and S Freight LLC,International,TT,2020,0,,360826,5-12-2025 9:25:29,0,,0,0,0
